,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,NoRidge,NridgHt,VinylSd,VinylSd.1,Stone.2,PConc
602,8,1992,1992,0,4,4,2,6,789,908,5,927,988,1915,2,4,8,1,3,5,3,2,506,120,150,0,0,0,0,0,1
603,7,2004,2005,0,4,4,1,1,0,600,5,600,600,1200,2,4,4,0,0,1,2,2,480,0,172,0,0,0,0,0,1
604,7,2002,2002,99,4,4,2,6,922,1494,5,1494,0,1494,2,4,6,1,3,5,2,2,530,192,36,0,0,1,1,0,1
605,7,1965,1990,176,3,3,1,4,454,768,3,1186,800,1986,2,3,7,3,2,5,1,2,486,0,42,0,0,0,0,0,0
606,5,1996,1996,0,3,4,1,6,732,1040,4,1040,0,1040,1,4,6,0,0,1,1,2,576,168,0,0,0,1,1,0,1
607,5,1948,2002,0,3,3,1,6,603,896,5,1112,896,2008,3,5,8,0,0,5,1,1,230,103,0,0,0,0,0,0,0
608,8,1934,1998,0,3,4,2,4,428,965,3,1940,1254,3194,2,3,10,2,4,4,1,2,380,0,0,0,0,0,0,0,1
609,4,1961,1961,192,3,3,2,3,903,1029,4,1029,0,1029,1,3,5,0,0,5,1,1,261,64,0,0,0,1,1,0,0
610,9,2000,2000,204,4,5,2,6,904,1440,5,1476,677,2153,2,5,8,2,5,5,3,3,736,253,142,0,0,1,1,0,1
611,6,1978,1978,233,3,4,3,5,605,1032,3,1032,0,1032,2,3,6,1,3,5,1,2,564,0,0,0,0,0,0,0,0
612,8,2001,2001,108,4,4,3,6,990,1299,5,1299,573,1872,2,5,7,1,3,3,2,2,531,160,122,0,0,1,1,0,1
613,5,2007,2007,0,3,4,1,5,206,1120,5,1120,0,1120,1,3,6,0,0,0,0,0,0,0,30,0,0,1,1,0,1
614,4,1972,1972,0,3,4,3,2,150,630,5,630,0,630,1,3,3,0,0,0,0,0,0,96,24,0,0,0,0,0,0
615,6,1963,1963,156,3,3,4,6,763,936,5,1054,0,1054,1,4,6,0,0,5,2,2,480,120,0,0,0,0,0,0,1
616,6,2002,2003,0,4,4,1,6,457,783,5,807,702,1509,2,4,7,1,4,5,3,2,393,100,75,0,0,1,1,0,1
617,6,1954,1954,0,3,3,1,1,0,832,4,832,0,832,1,4,4,0,0,1,1,2,528,0,0,0,0,0,0,0,0
618,9,2007,2007,452,5,5,3,6,48,1822,5,1828,0,1828,2,4,9,1,4,5,1,3,774,0,108,0,1,0,0,0,1
619,8,2003,2003,226,4,4,4,6,871,1482,5,1482,780,2262,2,4,10,2,4,5,3,3,749,168,0,0,0,1,1,1,1
620,3,1914,1950,0,3,3,1,4,41,864,3,864,0,864,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,6,1974,1997,0,3,3,1,5,956,1522,3,1548,1066,2614,2,3,9,1,3,5,2,2,624,38,243,0,0,0,0,0,0
622,5,1977,1977,153,3,3,1,4,560,980,3,980,0,980,1,3,6,0,0,1,1,2,484,192,0,0,0,0,0,0,0
623,6,2000,2000,513,4,4,1,6,420,756,5,756,756,1512,2,4,4,1,3,1,1,2,440,0,32,0,0,0,0,0,1
624,6,1972,1972,288,3,3,1,3,247,732,4,1012,778,1790,1,3,8,1,3,5,2,2,484,148,0,0,0,1,1,0,0
625,6,1962,1962,261,3,3,1,1,0,1116,3,1116,0,1116,1,3,5,0,0,5,1,2,440,0,0,0,0,0,0,0,0
626,5,1960,1978,0,3,3,1,1,0,978,3,1422,0,1422,1,3,6,1,3,5,2,1,286,0,0,0,0,0,0,0,0
627,6,1955,1972,164,3,3,3,4,674,1156,5,1520,0,1520,1,3,7,2,4,4,2,1,364,0,0,0,0,0,0,0,0
628,5,1969,1969,192,3,4,3,3,650,1040,3,1040,1040,2080,1,2,9,2,3,5,1,2,504,335,0,0,0,0,0,0,1
629,6,1964,1964,259,3,3,4,6,624,1248,3,1350,0,1350,1,3,6,0,0,5,2,2,520,176,0,0,0,0,0,0,0
630,5,1880,1991,0,3,2,1,1,0,636,3,1089,661,1750,1,5,8,0,0,1,1,1,240,0,0,0,0,1,1,0,0
631,8,2006,2006,108,4,4,2,6,24,1554,5,1554,0,1554,2,4,6,1,4,5,2,2,627,156,73,0,1,1,1,1,1
632,7,1977,1977,209,3,3,1,5,822,1386,3,1411,0,1411,2,3,6,1,3,5,3,2,544,192,0,0,0,0,0,0,0
633,5,1954,2005,0,3,3,1,4,480,1056,3,1056,0,1056,1,3,6,0,0,5,1,1,260,390,0,0,0,0,0,0,0
634,6,1980,1980,0,3,3,1,6,1056,1056,4,1056,0,1056,0,3,4,0,0,1,1,2,576,264,56,0,0,0,0,0,0
635,6,1914,1995,0,2,3,1,2,256,1440,5,1440,1440,3395,2,2,14,0,0,0,0,0,0,0,110,0,0,1,1,0,0
636,2,1936,1950,0,2,3,1,1,0,264,2,800,0,800,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
637,5,1954,1954,0,3,3,1,1,0,811,3,811,576,1387,2,4,7,0,0,3,1,1,256,0,0,0,0,0,0,0,0
638,5,1910,1950,0,3,2,1,1,0,796,4,796,0,796,1,3,4,0,0,0,0,0,0,328,0,0,0,0,0,0,0
639,8,2006,2006,0,4,4,3,6,1154,1520,5,1567,0,1567,2,5,7,1,4,5,3,3,648,312,0,0,0,1,1,0,1
640,8,2003,2004,472,5,5,4,6,1218,1518,5,1518,0,1518,1,5,6,1,4,5,2,2,588,185,140,0,1,0,0,0,1
641,7,2001,2001,0,4,4,1,6,738,1057,5,1057,872,1929,2,4,7,1,3,5,3,2,650,0,235,0,0,1,1,0,1
642,8,1972,1995,0,4,4,4,6,1410,1952,4,2000,704,2704,2,5,9,3,3,5,3,2,538,269,111,0,0,0,0,0,0
643,5,1969,1969,263,3,3,1,3,493,780,5,780,840,1620,2,3,7,0,0,5,3,2,462,208,0,0,0,0,0,0,0
644,9,2009,2009,162,5,5,2,6,1121,1766,5,1766,0,1766,2,5,7,1,4,5,3,3,478,195,130,0,0,0,0,1,1
645,6,1971,1971,0,3,3,1,5,282,981,3,981,0,981,1,3,5,0,0,1,1,2,576,0,312,0,0,0,0,0,0
646,5,1950,1950,0,3,0,0,0,0,0,4,1048,0,1048,1,3,7,0,0,1,1,2,420,0,27,0,0,0,0,0,0
647,6,1953,1953,216,3,3,2,3,500,1094,5,1094,0,1094,1,3,5,2,4,5,2,2,495,0,0,0,0,0,0,1,0
648,6,1966,1966,351,3,3,1,1,0,756,3,1051,788,1839,1,3,7,1,3,5,1,2,442,0,124,0,0,0,0,0,0
649,4,1970,1970,0,3,4,3,4,131,630,4,630,0,630,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,7,2007,2007,0,4,4,1,1,0,813,5,822,843,1665,2,4,7,0,0,5,2,2,562,0,0,0,0,0,0,0,1
651,4,1940,1950,0,3,3,2,1,0,755,3,755,755,1510,1,3,7,1,4,1,1,1,296,120,0,0,0,0,0,0,0
652,7,1996,1996,0,4,4,1,1,0,880,5,909,807,1716,2,4,7,1,3,5,2,2,512,0,120,0,0,1,1,0,1
653,6,1906,1995,0,3,3,1,1,0,756,5,756,713,1469,1,3,7,0,0,1,1,1,216,57,0,0,0,0,0,0,0
654,8,1995,1995,660,4,4,4,6,1696,2109,5,2113,0,2113,2,4,7,1,3,5,3,3,839,236,46,1,0,0,0,0,1
655,6,1971,1971,381,3,3,1,1,0,525,3,525,567,1092,1,3,6,0,0,1,1,1,264,0,0,0,0,0,0,0,0
656,5,1959,2006,54,4,3,1,5,806,1053,5,1053,0,1053,1,4,5,0,0,5,2,1,312,0,0,0,0,0,0,0,0
657,7,1931,2000,0,3,4,1,1,0,776,3,851,651,1502,1,3,6,1,4,5,2,1,270,0,0,0,0,0,0,0,0
658,6,1948,1950,0,3,3,1,1,0,912,3,912,546,1458,1,3,6,1,4,5,1,1,330,192,0,0,0,1,1,0,0
659,5,1964,1999,0,3,3,1,4,637,1486,5,1486,0,1486,1,3,7,0,0,1,3,2,480,0,0,0,0,0,0,0,1
660,7,1976,1976,233,3,4,1,1,0,793,3,1142,793,1935,2,3,7,1,3,5,2,2,550,0,113,0,0,0,0,0,0
661,8,1994,2005,528,4,4,1,6,1361,1629,5,1686,762,2448,2,4,8,1,3,5,2,3,711,517,76,1,0,1,1,0,1
662,6,1968,1968,216,3,2,1,1,0,1392,4,1392,0,1392,1,3,5,2,3,5,2,2,576,0,0,0,0,0,0,0,0
663,4,1972,1972,0,3,4,3,4,920,1138,3,1181,0,1181,2,3,6,0,0,1,2,2,588,0,0,0,0,0,0,0,0
664,8,2005,2006,0,4,5,2,6,1721,2077,5,2097,0,2097,1,5,8,1,5,5,3,3,1134,192,267,0,0,1,1,0,1
665,8,2000,2000,40,4,4,1,1,0,1406,5,1454,482,1936,2,4,7,1,3,5,2,2,504,188,124,0,0,1,1,0,1
666,6,1965,1979,113,3,4,1,2,187,1021,3,1465,915,2380,2,3,7,1,1,2,1,2,596,0,265,0,0,0,0,0,0
667,6,1994,1998,258,3,4,1,6,1138,1408,5,1679,0,1679,2,4,7,1,2,5,2,2,575,224,42,0,0,0,0,0,1
668,5,1956,1987,0,3,3,1,3,988,1188,4,1437,0,1437,1,3,6,1,3,1,1,2,576,304,0,0,0,0,0,0,0
669,4,1922,1950,0,3,2,1,1,0,700,5,1180,0,1180,1,2,5,1,4,1,1,1,252,0,0,0,0,0,0,0,0
670,6,2005,2005,0,4,4,1,6,193,738,5,738,738,1476,2,4,7,0,0,5,3,2,540,100,35,0,0,1,1,0,1
671,6,1925,1950,0,3,3,1,4,551,672,3,697,672,1369,2,3,6,0,0,1,1,1,300,147,0,0,0,0,0,0,0
672,6,1977,1977,0,4,4,1,5,767,1208,3,1208,0,1208,1,3,6,1,3,5,2,2,546,198,42,0,0,0,0,0,0
673,6,1957,2004,106,3,3,1,6,1186,1477,5,1839,0,1839,2,4,7,2,3,5,3,2,416,0,87,0,0,0,0,0,1
674,6,1965,1965,0,3,3,1,3,892,1136,3,1136,0,1136,1,3,5,1,4,5,2,1,384,426,0,0,0,0,0,0,0
675,6,1978,1978,0,3,3,1,5,311,855,3,855,586,1441,2,3,7,1,3,5,1,2,440,28,0,0,0,0,0,0,0
676,4,1900,1950,0,3,3,1,1,0,1095,2,1095,679,1774,2,3,8,0,0,6,1,3,779,0,0,0,0,0,0,0,0
677,5,1924,2006,0,4,3,1,1,0,768,5,792,0,792,1,4,5,0,0,1,1,1,240,316,0,0,0,1,1,0,0
678,8,2008,2008,464,4,5,2,1,0,2046,5,2046,0,2046,2,4,7,1,4,5,3,3,834,322,82,0,0,1,1,1,1
679,5,1961,1961,57,3,3,1,3,827,988,3,988,0,988,1,3,5,0,0,1,1,2,572,0,0,0,0,0,0,0,0
680,6,1980,1980,0,3,4,1,4,543,923,3,923,0,923,2,3,5,1,3,5,2,1,264,80,0,0,0,0,0,0,0
681,5,1932,2000,0,3,3,1,3,182,793,5,848,672,1520,1,3,6,0,0,1,1,1,281,0,0,0,0,1,0,0,0
682,6,1996,1997,0,3,4,2,6,1003,1291,5,1291,0,1291,1,4,6,1,4,5,1,2,431,307,0,0,0,0,0,0,1
683,9,2002,2002,215,4,4,3,6,1059,1626,5,1668,0,1668,2,4,7,1,3,5,3,3,702,257,45,0,0,1,1,1,1
684,7,1998,1998,30,4,4,1,1,0,1195,4,1195,644,1839,2,3,7,0,0,5,3,2,486,0,81,1,0,1,1,0,1
685,7,1984,1984,0,4,4,2,6,828,1190,4,1190,900,2090,2,4,6,1,3,5,3,2,577,219,0,0,0,0,0,0,0
686,7,2007,2007,0,4,4,1,1,0,874,5,874,887,1761,3,4,7,0,0,5,3,2,578,144,105,0,0,1,1,0,1
687,7,2004,2004,0,4,4,1,6,239,551,5,551,551,1102,2,4,4,0,0,1,1,2,480,0,60,0,0,0,0,0,1
688,8,2007,2007,0,4,4,3,6,945,1419,5,1419,0,1419,2,4,7,1,4,5,2,2,567,140,0,0,0,0,0,0,1
689,6,2005,2006,256,4,4,3,5,20,1362,5,1362,0,1362,2,4,6,1,4,5,2,2,460,192,28,0,1,1,1,1,1
690,6,2004,2004,147,4,4,4,6,697,848,5,848,0,848,1,4,3,1,3,5,2,2,420,149,0,0,0,1,1,0,1
691,10,1994,1995,1170,5,5,4,6,1455,2444,5,2444,1872,4316,3,5,10,2,5,5,3,3,832,382,50,1,0,0,0,0,1
692,7,1989,1990,293,4,4,4,6,965,1210,5,1238,1281,2519,2,4,9,2,4,5,2,2,628,320,27,0,0,0,0,0,1
693,5,1921,1968,0,3,3,1,1,0,1073,5,1073,0,1073,1,3,4,0,0,1,1,1,326,0,0,0,0,0,0,0,0
694,5,1936,1950,0,3,3,1,1,0,927,3,1067,472,1539,1,3,5,0,0,1,1,2,576,112,0,0,0,0,0,0,0
695,6,1987,1987,72,3,4,1,6,980,1112,4,1137,0,1137,2,4,5,1,3,5,1,2,551,125,0,0,0,0,0,0,0
696,5,1921,1950,0,3,3,1,2,616,616,4,616,0,616,1,3,4,0,0,1,1,1,205,0,0,0,0,0,0,0,0
697,5,1952,1952,0,3,5,2,2,210,980,2,1148,0,1148,1,3,6,0,0,1,1,1,308,0,0,0,0,0,0,0,1
698,5,1965,2009,0,3,3,1,6,553,894,5,894,0,894,1,3,5,1,4,1,1,1,336,416,144,0,0,0,0,0,0
699,7,2004,2004,0,4,4,2,6,16,1391,5,1391,0,1391,2,4,5,0,0,5,2,2,530,156,158,0,0,0,0,0,1
700,8,2002,2002,630,4,5,4,6,1274,1800,5,1800,0,1800,2,4,7,1,4,5,3,3,765,270,78,0,0,1,1,0,1
701,7,1969,1969,168,3,3,1,1,0,1164,3,1164,0,1164,1,3,6,0,0,5,1,2,528,0,0,0,0,0,0,0,0
702,8,2006,2006,466,5,5,1,1,0,1234,5,1264,1312,2576,2,5,10,1,4,3,3,3,666,324,100,0,0,1,1,0,1
703,5,1900,1996,0,3,4,1,1,0,360,4,1032,780,1812,2,4,8,1,1,1,1,2,672,344,0,0,0,0,0,0,0
704,7,2004,2005,109,4,4,3,6,712,1473,5,1484,0,1484,2,4,7,0,0,5,2,2,606,0,35,0,0,1,1,0,1
705,4,1930,1950,0,2,0,0,0,0,0,2,372,720,1092,2,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
706,7,1971,2002,351,3,4,4,6,1219,1643,3,1824,0,1824,2,4,5,2,3,5,1,2,739,380,48,0,0,0,0,1,0
707,8,2006,2006,176,4,4,1,6,863,1324,5,1324,0,1324,2,4,6,1,4,5,3,2,550,192,38,0,1,0,0,0,1
708,7,2007,2007,0,4,4,3,1,0,728,5,728,728,1456,2,4,8,1,4,5,3,2,400,100,24,0,0,1,1,0,1
709,5,1966,1966,41,3,3,1,1,0,876,3,904,0,904,1,3,6,0,0,5,1,1,408,0,0,0,0,0,0,0,1
710,3,1935,2003,0,4,3,1,1,0,270,4,729,0,729,1,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
711,4,1900,1950,0,3,3,2,1,0,859,4,859,319,1178,1,3,7,0,0,1,2,1,384,68,0,0,0,0,0,0,0
712,8,1988,1989,0,4,4,2,6,767,1228,4,1228,0,1228,2,4,5,1,4,5,3,2,472,168,120,0,0,0,0,0,1
713,4,1970,1970,160,3,3,3,5,789,960,3,960,0,960,1,3,6,0,0,1,1,2,576,0,288,0,0,0,0,0,0
714,6,1976,2005,289,4,3,1,6,533,725,5,725,754,1479,2,4,6,0,0,5,2,2,475,0,44,0,0,0,0,0,0
715,6,1974,1974,174,3,4,1,1,0,1064,3,1350,0,1350,2,3,7,1,3,5,2,2,478,0,0,0,0,0,0,0,0
716,7,1890,1998,0,3,3,1,1,0,718,5,1576,978,2554,1,3,8,0,0,1,1,2,704,0,48,0,0,0,1,0,0
717,5,1973,2000,0,3,4,1,4,1084,1176,4,1178,0,1178,1,4,5,1,2,5,1,2,439,224,0,0,0,0,0,0,0
718,7,1993,1994,651,4,4,4,6,1173,1311,5,1325,1093,2418,2,4,9,1,3,5,2,3,983,250,154,1,0,0,0,0,1
719,5,1969,1969,0,3,4,4,5,523,971,3,971,0,971,1,3,5,1,1,5,1,1,300,0,0,0,0,0,0,0,0
720,8,1985,1985,0,4,4,4,6,1148,1742,3,1742,0,1742,2,4,5,1,3,5,2,2,564,114,28,0,0,0,0,0,1
721,6,2004,2004,169,4,4,3,6,662,848,5,848,0,848,1,4,3,0,0,5,2,2,420,160,0,0,0,1,1,0,1
722,4,1970,1970,0,3,3,1,5,191,864,5,864,0,864,1,3,5,0,0,1,1,2,463,0,0,0,0,0,0,0,0
723,4,1954,1972,0,3,3,1,1,0,941,5,997,473,1470,2,3,7,0,0,1,1,1,548,0,0,0,0,0,0,0,1
724,9,2007,2008,340,5,5,1,6,1234,1698,5,1698,0,1698,2,5,8,1,4,5,3,3,768,327,64,0,0,0,0,1,1
725,4,1970,1970,0,3,3,1,5,375,864,3,864,0,864,1,4,5,0,0,1,1,2,660,96,0,0,0,0,0,0,0
726,6,1988,2007,260,4,4,1,6,808,880,5,1680,0,1680,2,4,5,1,4,5,3,2,540,292,44,0,0,0,0,0,0
727,7,2007,2007,82,4,4,3,6,724,1232,5,1232,0,1232,2,4,6,0,0,5,2,2,632,132,0,0,0,1,1,1,1
728,5,1958,1958,95,3,3,1,1,0,1584,3,1776,0,1776,2,3,9,0,0,1,1,3,888,0,25,0,0,1,1,0,0
729,4,1925,1950,0,3,3,1,4,152,780,3,848,0,1208,1,3,5,0,0,1,1,2,539,0,23,0,0,0,0,0,0
730,8,1995,1996,0,4,4,1,6,1180,1595,5,1616,0,1616,2,4,5,1,3,5,2,2,608,237,152,0,0,0,0,0,1
731,7,2003,2003,442,4,5,3,6,786,868,5,1146,0,1146,2,4,6,1,4,5,3,2,438,160,22,0,0,1,1,0,1
732,7,1998,1999,202,4,4,3,5,252,1153,5,1153,878,2031,2,4,8,1,3,5,3,2,541,192,84,0,0,1,1,0,1
733,5,1961,1983,0,3,3,1,4,594,864,5,1144,0,1144,1,3,6,1,3,5,2,1,264,165,0,0,0,0,0,0,0
734,5,1968,1968,0,3,3,1,1,0,948,3,948,0,948,1,3,6,0,0,5,1,1,300,147,0,0,0,0,0,0,1
735,7,1914,1970,0,3,4,2,3,390,880,2,880,888,1768,1,3,6,2,3,1,1,2,320,0,341,0,0,0,0,0,0
736,3,1950,1950,0,3,0,0,0,0,0,4,1040,0,1040,2,3,6,0,0,1,1,2,400,0,0,0,0,0,0,0,0
737,8,2005,2005,0,4,4,1,1,0,893,5,901,900,1801,2,4,8,1,4,5,3,3,800,0,116,0,0,1,1,0,1
738,5,1987,1988,0,3,4,4,6,1200,1200,3,1200,0,1200,3,3,5,0,0,0,0,0,0,120,0,0,0,0,0,0,0
739,7,2004,2004,0,4,4,1,1,0,864,5,864,864,1728,2,4,7,0,0,5,2,2,572,187,56,0,0,1,1,0,1
740,5,1910,2002,0,3,2,1,1,0,264,5,768,664,1432,2,3,7,0,0,1,1,2,360,270,0,0,0,0,0,0,0
741,6,1961,1996,0,3,3,2,6,832,912,4,912,0,912,1,4,5,0,0,1,1,1,288,168,0,0,0,0,0,0,0
742,7,2000,2001,108,3,4,1,1,0,1349,5,1349,0,1349,2,3,6,0,0,5,1,2,539,120,55,0,0,1,1,0,1
743,5,1963,1999,0,3,4,3,5,444,520,5,1464,0,1464,2,3,6,1,3,5,2,2,480,302,0,0,0,0,0,0,0
744,8,1993,1993,0,4,4,1,6,733,1337,4,1337,0,1337,2,4,5,1,3,5,2,2,462,96,0,0,0,0,0,0,1
745,8,1976,1996,289,5,3,1,6,575,1142,5,1175,1540,2715,3,4,11,2,3,3,3,2,831,0,204,0,0,1,1,0,0
746,7,2000,2000,0,4,4,1,6,300,952,5,980,1276,2256,2,4,8,1,3,3,3,2,554,224,54,0,0,1,1,0,1
747,7,1880,2003,0,4,3,1,1,0,1240,3,1320,1320,2640,1,4,8,1,4,1,1,4,864,181,0,0,0,0,0,0,0
748,7,1996,1996,338,4,4,1,6,919,1720,5,1720,0,1720,2,4,7,1,3,5,3,2,527,240,56,1,0,1,1,0,1
749,4,1945,1950,0,3,0,0,0,0,0,3,1088,441,1529,2,3,9,0,0,1,1,1,240,92,0,0,0,0,0,0,0
750,4,1910,2004,0,3,3,1,1,0,576,4,792,348,1140,1,3,7,0,0,0,0,0,0,0,160,0,0,0,0,0,0
751,7,2003,2003,0,4,4,1,1,0,660,5,660,660,1320,2,4,6,0,0,5,3,2,400,0,48,0,0,1,1,0,1
752,6,1997,1997,0,3,4,4,6,1200,1479,5,1494,0,1494,2,4,6,0,0,5,2,2,576,168,27,0,0,1,1,0,1
753,8,2005,2005,178,4,4,2,1,0,1030,4,1038,1060,2098,2,5,8,1,4,5,2,3,878,192,52,0,1,1,1,0,1
754,6,1969,2005,0,3,3,1,6,439,1026,4,1026,0,1026,1,4,5,0,0,1,2,2,440,171,48,0,0,0,0,0,0
755,6,1999,1999,894,3,4,1,6,381,729,4,742,729,1471,2,3,6,0,0,1,1,2,440,0,24,0,0,0,0,0,1
756,8,2007,2007,0,4,4,3,6,20,866,5,866,902,1768,2,4,7,0,0,5,2,2,578,144,105,0,0,1,1,0,1
757,6,1978,1978,328,3,3,2,3,438,672,3,672,714,1386,2,3,6,1,3,5,3,2,440,335,0,0,0,0,0,0,0
758,7,1999,1999,360,3,4,1,5,549,744,4,757,744,1501,2,3,6,0,0,1,1,2,440,0,0,0,0,0,0,0,1
759,8,1995,1995,513,4,4,3,2,56,1318,5,1328,1203,2531,2,4,9,1,3,5,2,3,752,222,98,1,0,1,1,0,1
760,6,1959,1959,0,3,3,1,3,612,864,5,864,0,864,1,3,5,0,0,1,1,1,300,0,0,0,0,0,0,0,0
761,5,1924,1950,0,3,3,2,2,405,1145,3,1301,0,1301,1,2,5,0,0,1,1,2,440,0,0,0,0,0,0,0,1
762,7,2009,2009,0,3,4,2,6,24,756,5,764,783,1547,2,4,7,0,0,5,1,2,614,169,45,0,0,1,1,0,1
763,8,1999,1999,673,4,4,2,6,1163,1252,5,1268,1097,2365,2,4,8,1,4,5,2,3,856,0,128,1,0,1,1,0,1
764,8,1995,1996,0,4,4,3,2,437,1494,5,1494,0,1494,1,5,6,1,4,5,3,2,481,0,30,0,0,0,0,0,1
765,9,2008,2008,284,4,4,1,1,0,1498,5,1506,0,1506,2,5,6,1,4,5,3,2,592,0,174,0,0,1,1,1,1
766,7,1988,1988,42,3,4,1,6,394,980,3,980,734,1714,2,3,7,1,3,5,1,2,496,228,66,0,0,0,0,0,0
767,6,1940,1985,0,3,4,2,5,660,983,5,983,767,1750,2,3,7,0,0,5,1,1,423,245,0,0,0,1,1,0,0
768,7,2004,2005,0,4,4,1,6,24,1860,5,1836,0,1836,2,4,8,1,4,5,3,2,484,120,33,0,0,1,1,0,1
769,8,2003,2003,603,5,4,4,5,1416,1650,5,1690,1589,3279,3,5,12,1,4,3,3,3,841,503,36,0,0,0,0,0,1
770,5,1982,1982,0,3,4,3,6,685,858,3,858,0,858,1,3,5,0,0,1,1,2,576,120,0,0,0,0,0,0,0
771,4,1951,1951,0,3,2,1,2,836,836,3,1220,0,1220,1,3,6,0,0,1,1,2,396,0,0,0,0,0,0,0,0
772,6,1976,1976,0,3,3,3,5,422,1029,3,1117,0,1117,1,3,6,1,3,1,1,2,672,144,0,0,0,0,0,0,0
773,5,1958,1958,1,3,3,1,3,456,912,5,912,0,912,1,3,5,0,0,5,2,1,275,0,0,0,0,0,0,0,0
774,8,2006,2006,375,4,4,3,1,0,1935,4,1973,0,1973,2,4,9,1,4,5,3,3,895,315,45,0,1,1,1,0,1
775,6,1998,1998,320,3,5,1,6,866,1204,5,1204,0,1204,2,3,5,0,0,5,3,2,412,0,247,0,0,1,1,0,1
776,7,2005,2006,240,4,4,3,6,20,1614,5,1614,0,1614,2,4,7,0,0,5,2,3,865,144,59,0,0,1,1,0,1
777,5,1974,1974,0,3,3,1,5,762,864,3,894,0,894,1,3,5,1,2,5,1,2,440,241,0,0,0,0,0,0,0
778,5,1977,1977,320,3,0,0,0,0,0,3,2020,0,2020,2,3,10,2,3,1,1,2,630,0,0,0,0,0,0,0,0
779,6,1977,1977,90,3,4,4,6,975,975,3,1004,0,1004,1,3,4,0,0,5,1,2,504,0,0,0,0,0,0,0,0
780,7,1995,1996,38,3,4,1,1,0,1237,4,1253,0,1253,2,3,6,1,3,5,3,2,402,220,21,0,0,0,0,0,1
781,6,1992,1992,0,4,4,1,5,387,761,5,810,793,1603,2,4,7,0,0,5,2,2,484,0,124,0,0,1,1,0,1
782,7,2001,2002,0,4,4,1,1,0,1413,5,1430,0,1430,2,4,6,0,0,5,2,2,605,0,33,0,0,1,1,0,1
783,5,1978,1978,104,3,4,3,6,1097,1097,5,1110,0,1110,1,4,4,1,3,5,3,2,602,303,30,0,0,0,0,0,1
784,6,1914,2001,0,3,3,1,1,0,742,5,742,742,1484,2,3,9,1,4,0,0,0,0,0,291,0,0,0,0,0,0
785,6,1967,1967,0,3,3,1,3,251,1372,3,1342,0,1342,2,3,7,1,4,5,1,2,457,0,0,0,0,0,0,0,0
786,5,1915,1950,0,3,2,1,2,686,686,3,966,686,1652,2,3,7,0,0,1,1,1,416,0,0,0,0,0,0,0,1
787,7,2004,2004,0,4,4,1,6,656,956,5,956,1128,2084,2,4,8,0,0,3,2,2,618,0,45,0,0,1,1,0,1
788,4,1954,2000,0,3,3,1,1,0,901,5,901,0,901,1,3,4,0,0,1,1,1,281,0,0,0,0,0,0,0,0
789,6,1966,2007,157,3,3,4,2,568,832,4,976,1111,2087,2,4,9,0,0,5,3,2,444,133,168,0,0,0,0,0,0
790,7,2005,2006,11,4,4,1,6,16,1145,5,1145,0,1145,2,4,5,1,4,5,3,2,397,100,16,0,0,1,1,0,1
791,6,1976,1976,0,3,4,3,5,539,1029,3,1062,0,1062,1,3,5,2,3,5,2,2,539,120,0,0,0,0,0,0,1
792,7,1996,1997,0,4,4,3,6,862,1117,5,1127,886,2013,2,3,8,1,3,5,1,2,455,180,130,1,0,0,0,0,1
793,8,2007,2007,140,4,4,3,1,0,1496,5,1496,0,1496,2,4,7,0,0,5,3,2,474,168,130,0,0,0,0,1,1
794,7,1994,1996,0,4,4,1,1,0,712,5,1086,809,1895,2,4,7,1,3,5,3,2,409,143,46,0,0,0,0,0,1
795,6,1980,1981,130,3,4,1,1,0,650,3,888,676,1564,2,3,7,1,3,5,1,2,476,0,50,0,0,0,0,0,0
796,6,1977,1977,148,3,3,1,1,0,660,5,1285,0,1285,1,3,7,1,3,5,2,2,528,138,0,0,0,0,0,0,0
797,5,1953,1953,0,3,3,1,4,570,773,4,773,0,773,1,3,4,0,0,5,1,1,240,0,0,0,0,1,1,0,0
798,9,2008,2009,860,5,5,1,1,0,1926,5,1966,1174,3140,3,5,11,2,4,3,3,3,820,144,78,0,1,1,1,1,1
799,5,1937,1950,252,3,4,1,5,569,731,5,981,787,1768,1,4,7,2,3,1,1,1,240,0,0,0,0,0,0,0,0
800,6,1997,1997,0,3,4,4,6,462,616,4,616,1072,1688,2,4,8,0,0,5,2,2,603,403,114,0,0,1,1,0,1
801,4,1916,1990,0,3,3,1,2,197,1196,5,1196,0,1196,1,3,5,0,0,1,1,2,440,0,0,0,0,0,0,0,0
802,7,2005,2005,0,4,4,3,6,648,728,5,728,728,1456,2,4,7,1,4,5,3,2,410,36,18,0,0,0,0,0,1
