Id,MSSubClass,A,LotFrontage,LotArea,Grvl,Grvl,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Flat,ClyTile,Exterior1st,Exterior2nd,BrkCmn,MasVnrArea,ExterQual,ExterCond,BrkTil,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Floor,HeatingQC,CentralAir,SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,None,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TenC
1141,20,0,60,7350,0,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,Mn,ALQ,852,Unf,0,100,952,0,TA,Y,1,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1988,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2008,COD,Abnorml,139000,0
1142,60,0,NA,10304,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,0,0,Plywood,Plywood,0,44,TA,Gd,0,TA,TA,No,ALQ,381,Unf,0,399,780,0,Ex,Y,1,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,NA,NA,0,0,10,2009,WD,Normal,197500,0
1143,60,0,77,9965,0,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,0,0,VinylSd,VinylSd,0,340,Gd,TA,0,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,0,Ex,Y,1,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,NA,NA,0,0,4,2007,New,Partial,424870,0
1144,20,0,NA,9000,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,0,0,Wd Sdng,Plywood,0,0,TA,TA,0,TA,TA,No,GLQ,288,Unf,0,718,1006,0,TA,Y,1,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,24,0,0,0,0,NA,NA,0,0,7,2008,WD,Normal,80000,0
1145,190,0,60,12180,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,0,0,MetalSd,MetalSd,0,0,TA,Fa,1,Gd,TA,No,BLQ,348,Unf,0,324,672,0,Fa,N,0,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1941,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,0,7,2010,WD,Normal,80000,0
1146,50,0,52,6240,0,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,TA,No,Unf,0,Unf,0,1042,1042,0,Ex,Y,1,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,8,2006,WD,Family,149000,0
1147,20,0,NA,11200,0,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,0,0,Wd Sdng,Wd Shng,0,85,Gd,TA,0,Gd,TA,No,GLQ,1258,Unf,0,40,1298,0,TA,Y,1,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,NA,NA,0,0,5,2006,WD,Normal,180000,0
1148,70,0,75,12000,0,0,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,Rec,275,Unf,0,429,704,0,Ex,Y,1,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,7,2009,WD,Normal,174500,0
1149,50,0,NA,5700,0,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,572,572,0,TA,Y,1,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,NA,NA,0,0,8,2008,WD,Normal,116900,0
1150,70,0,50,9000,0,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,0,0,VinylSd,VinylSd,0,0,TA,Gd,0,TA,TA,No,ALQ,624,Unf,0,26,650,0,Ex,Y,1,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,NA,Detchd,1930,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,7,2009,WD,Normal,143000,0
1151,20,0,57,8280,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,0,0,BrkFace,BrkFace,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,932,932,0,Ex,Y,0,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,NA,GdPrv,0,0,11,2007,WD,Normal,124000,0
1152,20,0,134,17755,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,0,0,HdBoard,Plywood,0,132,TA,TA,0,TA,TA,No,BLQ,176,Unf,0,1290,1466,0,TA,Y,1,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,NA,NA,0,0,11,2006,WD,Normal,149900,0
1153,20,0,90,14115,0,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,0,0,Stone,Stone,0,0,TA,TA,0,TA,TA,No,ALQ,296,GLQ,547,230,1073,0,Ex,Y,1,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,NA,NA,0,0,7,2006,WD,Abnorml,230000,0
1154,30,0,NA,5890,0,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,0,0,Wd Sdng,Wd Sdng,0,0,Gd,Gd,1,TA,TA,Av,ALQ,538,Unf,0,278,816,0,Ex,Y,1,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2002,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,NA,NA,0,0,6,2008,WD,Normal,120500,0
1155,60,0,NA,13700,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,0,0,VinylSd,VinylSd,0,288,TA,TA,0,TA,TA,Gd,ALQ,454,Unf,0,410,864,0,TA,Y,1,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,NA,GdPrv,0,0,5,2008,WD,Normal,201800,0
1156,20,0,90,10768,0,0,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,0,0,Plywood,Plywood,0,0,Gd,Gd,0,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,0,TA,Y,1,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,NA,NA,0,0,7,2007,WD,Normal,218000,0
1157,80,0,85,9350,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,0,0,BrkFace,BrkFace,0,0,TA,Gd,0,TA,TA,Gd,ALQ,633,Unf,0,586,1219,0,Gd,Y,1,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,NA,MnPrv,0,0,10,2008,WD,Normal,179900,0
1158,120,0,34,5001,0,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,0,0,VinylSd,VinylSd,0,166,Gd,TA,0,Gd,TA,No,GLQ,904,Unf,0,410,1314,0,Ex,Y,1,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,NA,NA,0,0,7,2009,WD,Normal,230000,0
1159,20,0,92,11932,0,0,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,0,0,VinylSd,VinylSd,0,186,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,1580,1580,0,Ex,Y,1,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,NA,NA,0,0,6,2008,ConLD,Partial,235128,0
1160,60,0,76,9120,0,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,0,0,HdBoard,HdBoard,0,270,Gd,TA,0,TA,TA,No,ALQ,442,Unf,0,459,901,0,TA,Y,1,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,NA,NA,0,0,7,2008,WD,Normal,185000,0
1161,160,0,24,2280,0,0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,0,0,Plywood,Brk Cmn,0,0,TA,TA,0,Gd,TA,No,ALQ,311,Unf,0,544,855,0,Fa,Y,1,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,NA,NA,0,0,7,2010,WD,Normal,146000,0
1162,20,0,NA,14778,0,0,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,0,0,HdBoard,HdBoard,0,72,Gd,TA,0,TA,TA,No,BLQ,728,Unf,0,568,1296,0,Ex,Y,1,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,NA,NA,0,0,11,2008,WD,Normal,224000,0
1163,20,0,109,8724,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,BLQ,492,Unf,0,402,894,0,Gd,Y,1,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,5,2007,WD,Normal,129000,0
1164,90,0,60,12900,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,0,0,Plywood,Plywood,0,0,TA,TA,0,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,0,TA,Y,1,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,NA,CarPort,1969,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,NA,NA,0,0,1,2008,WD,Alloca,108959,0
1165,80,0,NA,16157,0,0,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,0,0,Plywood,Plywood,0,0,TA,TA,0,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,0,Ex,Y,1,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,194000,0
1166,20,0,79,9541,0,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,0,0,VinylSd,VinylSd,0,268,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,1502,1502,0,Ex,Y,1,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2009,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,NA,NA,0,0,9,2009,New,Partial,233170,0
1167,20,0,64,10475,0,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,0,0,VinylSd,VinylSd,0,72,Gd,TA,0,Gd,TA,Av,Unf,0,Unf,0,1694,1694,0,Ex,Y,1,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,NA,NA,0,0,2,2010,WD,Normal,245350,0
1168,60,0,58,10852,0,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,GLQ,786,Unf,0,173,959,0,Ex,Y,1,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,NA,NA,0,0,2,2006,WD,Normal,173000,0
1169,70,0,120,13728,0,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,0,0,Stucco,Stucco,0,0,TA,TA,0,TA,TA,No,Rec,626,Unf,0,501,1127,0,Ex,Y,1,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,NA,NA,0,0,7,2008,WD,Normal,235000,0
1170,60,0,118,35760,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,0,0,HdBoard,HdBoard,0,1378,Gd,Gd,0,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,0,Ex,Y,1,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,NA,NA,0,0,7,2006,WD,Normal,625000,0
1171,80,0,76,9880,0,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,0,0,Plywood,Plywood,0,0,TA,TA,0,TA,TA,Av,ALQ,522,Unf,0,574,1096,0,TA,Y,1,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,0,0,7,2008,WD,Normal,171000,0
1172,20,0,76,9120,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,ALQ,662,Unf,0,599,1261,0,Ex,Y,1,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,NA,NA,0,1400,11,2008,WD,Normal,163000,0
1173,160,0,35,4017,0,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,0,0,MetalSd,MetalSd,0,0,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,625,625,0,Ex,Y,1,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2006,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,NA,NA,0,0,3,2008,WD,Normal,171900,0
1174,50,0,138,18030,0,0,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,Rec,152,BLQ,469,977,1598,0,TA,Y,1,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,NA,NA,NA,0,0,NA,NA,Y,122,0,0,0,0,0,NA,MnPrv,0,0,3,2007,WD,Normal,200500,0
1175,70,0,80,16560,0,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,1,Gd,TA,No,Rec,503,Unf,0,449,952,0,TA,Y,1,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,7,2006,WD,Normal,239000,0
1176,50,0,85,10678,0,0,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,0,0,HdBoard,HdBoard,0,337,Gd,TA,0,Gd,TA,No,GLQ,700,Unf,0,983,1683,0,Ex,Y,1,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,NA,NA,0,0,4,2007,WD,Normal,285000,0
1177,20,0,37,6951,0,0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,0,0,HdBoard,Plywood,0,0,TA,TA,0,TA,TA,No,ALQ,658,Unf,0,218,876,0,TA,Y,1,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1984,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,NA,MnPrv,0,0,10,2008,WD,Normal,119500,0
1178,50,0,NA,3950,0,1,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,Rec,468,Unf,0,350,818,0,TA,Y,1,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,210,TA,TA,N,0,0,116,0,0,0,NA,NA,0,0,12,2009,WD,Normal,115000,0
1179,50,0,54,7681,0,0,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,1,TA,TA,No,Unf,0,Unf,0,731,731,0,Ex,Y,1,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,NA,NA,0,0,7,2009,WD,Normal,154900,0
1180,20,0,77,8335,0,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,NA,NA,NA,NA,0,NA,0,0,0,0,Gd,Y,1,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,NA,NA,NA,0,0,NA,NA,N,0,36,190,0,0,0,NA,NA,0,0,4,2006,WD,Normal,93000,0
1181,60,0,NA,11170,0,0,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,0,0,MetalSd,MetalSd,0,0,TA,TA,0,Gd,TA,No,LwQ,1216,Unf,0,0,1216,0,Ex,Y,1,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,1990,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,0,0,4,2006,WD,Normal,250000,0
1182,120,0,64,5587,0,0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,0,0,CemntBd,CmentBd,0,186,Ex,TA,0,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,0,Ex,Y,1,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,NA,NA,0,0,11,2008,New,Partial,392500,0
1183,60,0,160,15623,0,0,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,0,0,Wd Sdng,ImStucc,0,0,Gd,TA,0,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,0,Ex,Y,1,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996,Fin,3,813,TA,TA,Y,171,78,0,0,0,555,Ex,MnPrv,0,0,7,2007,WD,Abnorml,745000,0
1184,30,0,60,10800,0,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,0,0,Stucco,Stucco,0,0,TA,TA,1,TA,TA,No,Rec,821,Unf,0,299,1120,0,Ex,Y,1,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,NA,NA,0,0,6,2006,WD,Normal,120000,0
1185,20,0,50,35133,1,0,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,0,0,MetalSd,MetalSd,0,226,TA,TA,0,TA,TA,Gd,Rec,1159,Unf,0,413,1572,0,Gd,Y,1,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963,RFn,3,995,TA,TA,Y,0,263,0,0,263,0,NA,NA,0,0,5,2007,WD,Normal,186700,0
1186,50,0,60,9738,0,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,0,0,AsbShng,AsbShng,0,0,TA,Gd,1,TA,TA,No,BLQ,392,Unf,0,392,784,0,Gd,Y,1,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,NA,Attchd,1965,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,NA,NA,0,0,3,2006,WD,Normal,104900,0
1187,190,0,107,10615,0,0,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,0,0,HdBoard,HdBoard,0,0,TA,TA,0,Fa,TA,Mn,BLQ,440,Unf,0,538,978,0,TA,Y,1,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,NA,CarPort,1920,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,0,NA,NA,0,0,8,2009,WD,Abnorml,95000,0
1188,20,0,89,12461,0,0,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,0,0,ImStucc,ImStucc,0,0,Gd,TA,0,Gd,TA,No,GLQ,1456,Unf,0,168,1624,0,Ex,Y,1,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,NA,GdPrv,0,0,7,2006,WD,Normal,262000,0
1189,60,0,68,8935,0,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,0,0,VinylSd,VinylSd,0,95,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,831,831,0,Ex,Y,1,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2002,RFn,2,493,TA,TA,Y,144,68,0,0,0,0,NA,NA,0,0,7,2009,WD,Normal,195000,0
1190,60,0,60,7500,0,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,0,0,VinylSd,VinylSd,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,994,994,0,Gd,Y,1,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,Fin,2,442,TA,TA,Y,140,60,0,0,0,0,NA,NA,0,0,6,2010,WD,Normal,189000,0
1191,190,0,NA,32463,0,0,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,0,0,MetalSd,MetalSd,0,149,TA,Gd,0,TA,TA,Av,BLQ,1159,Unf,0,90,1249,0,Ex,Y,1,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975,Fin,4,1356,TA,TA,Y,439,0,0,0,0,0,NA,NA,0,0,3,2007,WD,Normal,168000,0
1192,160,0,24,2645,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,0,0,MetalSd,MetalSd,0,456,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,776,776,0,Ex,Y,1,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,1999,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,NA,NA,0,0,11,2007,WD,Normal,174000,0
1193,50,0,60,9600,0,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,0,0,VinylSd,VinylSd,0,0,TA,TA,0,TA,TA,Mn,Unf,0,Unf,0,702,702,0,Gd,Y,1,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1925,Unf,1,250,TA,Fa,P,0,0,84,0,0,0,NA,GdWo,0,0,7,2007,WD,Normal,125000,0
1194,120,0,NA,4500,0,0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,0,0,VinylSd,VinylSd,0,425,TA,TA,0,Ex,TA,No,GLQ,883,Unf,0,341,1224,0,Ex,Y,1,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1999,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,NA,NA,0,0,6,2009,WD,Normal,165000,0
1195,60,0,80,9364,0,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,0,0,HdBoard,HdBoard,0,143,TA,TA,0,TA,TA,No,ALQ,371,Unf,0,292,663,0,TA,Y,1,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1969,Fin,1,299,TA,TA,Y,379,36,0,0,0,0,NA,MnPrv,0,0,3,2010,WD,Normal,158000,0
1196,60,0,51,8029,0,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,728,728,0,Ex,Y,1,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,NA,NA,0,0,7,2008,WD,Normal,176000,0
